Date,Close,High,Low,Open,Volume
2025-05-22,64.44000244140625,65.0199966430664,63.52999877929688,64.63999938964844,45811
2025-05-23,64.77999877929688,65.04000091552734,63.310001373291016,64.0199966430664,29810
2025-05-27,64.08999633789062,65.41000366210938,63.470001220703125,65.0199966430664,34117
2025-05-28,64.9000015258789,65.61000061035156,64.02999877929688,64.31999969482422,17817
2025-05-29,64.1500015258789,66.12999725341797,63.77999877929688,65.30000305175781,10456
2025-05-30,63.900001525878906,64.5199966430664,63.70000076293945,63.81999969482422,63546
2025-06-02,64.62999725341797,65.70999908447266,62.970001220703125,63.040000915527344,57349
2025-06-03,65.62999725341797,65.94000244140625,64.5199966430664,65.02999877929688,43536
2025-06-04,64.86000061035156,65.95999908447266,64.27999877929688,65.61000061035156,56182
2025-06-05,65.33999633789062,65.86000061035156,64.62999725341797,64.91000366210938,38658
2025-06-06,66.47000122070312,66.66999816894531,64.81999969482422,65.19999694824219,39490
2025-06-09,67.04000091552734,67.12999725341797,66.08000183105469,66.5999984741211,35213
2025-06-10,66.87000274658203,68.0,66.4800033569336,67.11000061035156,40266
2025-06-11,69.7699966430664,69.95999908447266,66.47000122070312,66.56999969482422,58118
2025-06-12,69.36000061035156,70.61000061035156,68.37000274658203,70.36000061035156,60336
2025-06-13,74.2300033569336,78.52999877929688,69.91999816894531,70.2699966430664,175031
2025-06-16,73.2300033569336,78.4800033569336,70.63999938964844,76.80999755859375,100509
2025-06-17,76.44999694824219,77.08000183105469,72.52999877929688,72.80999755859375,88748
2025-06-18,76.69999694824219,77.43000030517578,74.44000244140625,77.19000244140625,0
2025-06-20,77.01000213623047,79.0199966430664,75.52999877929688,76.12000274658203,98821
2025-06-23,71.4800033569336,81.4000015258789,69.54000091552734,80.01000213623047,100475
2025-06-24,67.13999938964844,70.7300033569336,66.80999755859375,70.5999984741211,62358
2025-06-25,67.68000030517578,68.76000213623047,67.31999969482422,67.91999816894531,23618
2025-06-26,67.7300033569336,69.04000091552734,67.38999938964844,67.75,13057
2025-06-27,67.7699966430664,68.41000366210938,67.20999908447266,67.95999908447266,8218
2025-06-30,67.61000061035156,68.12000274658203,67.11000061035156,67.16999816894531,32957
2025-07-01,67.11000061035156,67.4800033569336,66.33999633789062,66.58999633789062,29256
2025-07-02,69.11000061035156,69.19999694824219,66.94000244140625,67.20999908447266,50268
2025-07-03,68.80000305175781,69.12999725341797,68.30999755859375,69.0199966430664,0
2025-07-04,68.29000091552734,68.91000366210938,67.75,68.80999755859375,0
2025-07-07,69.58000183105469,69.93000030517578,67.36000061035156,67.61000061035156,59456
2025-07-08,70.1500015258789,70.66000366210938,69.05000305175781,69.54000091552734,34109
2025-07-09,70.19000244140625,70.69999694824219,69.61000061035156,69.9000015258789,42186
2025-07-10,68.63999938964844,70.48999786376953,68.52999877929688,70.19000244140625,52295
2025-07-11,70.36000061035156,70.69000244140625,68.55999755859375,68.98999786376953,40262
2025-07-14,69.20999908447266,71.51000213623047,69.0199966430664,70.52999877929688,62179
2025-07-15,68.70999908447266,69.4000015258789,68.55999755859375,69.0999984741211,51233
2025-07-16,68.5199966430664,69.06999969482422,67.70999908447266,68.9000015258789,55511
2025-07-17,69.5199966430664,69.62000274658203,68.29000091552734,68.69000244140625,50817
2025-07-18,69.27999877929688,70.77999877929688,69.13999938964844,69.55999755859375,52366
2025-07-21,69.20999908447266,69.62000274658203,68.41999816894531,69.22000122070312,41204
2025-07-22,68.58999633789062,69.0999984741211,68.11000061035156,69.02999877929688,50140
2025-07-23,68.51000213623047,69.08000183105469,68.0,68.72000122070312,37734
2025-07-24,69.18000030517578,69.52999877929688,68.5,68.72000122070312,39597
2025-07-25,68.44000244140625,69.88999938964844,68.30000305175781,69.26000213623047,27384
2025-07-28,70.04000091552734,70.44999694824219,68.38999938964844,68.47000122070312,31485
2025-07-29,72.51000213623047,73.06999969482422,69.88999938964844,70.38999938964844,24345
2025-07-30,73.23999786376953,73.62999725341797,71.75,72.68000030517578,15242
2025-07-31,72.52999877929688,73.48999786376953,72.41999816894531,73.4000015258789,56020
2025-08-01,69.66999816894531,71.98999786376953,69.41000366210938,71.7699966430664,68855
2025-08-04,68.76000213623047,69.9800033569336,67.98999786376953,69.0,41788
2025-08-05,67.63999938964844,68.8499984741211,67.52999877929688,68.75,47388
2025-08-06,66.88999938964844,69.19000244140625,66.22000122070312,67.76000213623047,62159
2025-08-07,66.43000030517578,67.63999938964844,66.2699966430664,66.87999725341797,44063
2025-08-08,66.58999633789062,67.19000244140625,65.5,66.37999725341797,52157
2025-08-11,66.62999725341797,67.11000061035156,65.83000183105469,66.2300033569336,31132
2025-08-12,66.12000274658203,67.04000091552734,65.97000122070312,66.72000122070312,33110
2025-08-13,65.62999725341797,66.33000183105469,65.0,66.05000305175781,40497
2025-08-14,66.83999633789062,66.9800033569336,65.56999969482422,65.7699966430664,34810
2025-08-15,65.8499984741211,67.08000183105469,65.7300033569336,66.80000305175781,35864
2025-08-18,66.5999984741211,66.80999755859375,65.30999755859375,65.94999694824219,35004
2025-08-19,65.79000091552734,66.58000183105469,65.5999984741211,66.55999755859375,32562
2025-08-20,66.83999633789062,67.05000305175781,65.81999969482422,65.93000030517578,39505
2025-08-21,67.66999816894531,67.77999877929688,66.73999786376953,66.94999694824219,29950
2025-08-22,67.7300033569336,68.0199966430664,67.41999816894531,67.62000274658203,27481
2025-08-25,68.80000305175781,69.05999755859375,67.58000183105469,67.83999633789062,19094
2025-08-26,67.22000122070312,68.7300033569336,67.11000061035156,68.7300033569336,21046
2025-08-27,68.05000305175781,68.0999984741211,66.91999816894531,67.23999786376953,16597
2025-08-28,68.62000274658203,68.66000366210938,67.4000015258789,67.70999908447266,8829
2025-08-29,68.12000274658203,68.36000061035156,68.02999877929688,68.26000213623047,0
2025-09-02,69.13999938964844,69.51000213623047,67.08999633789062,67.43000030517578,55307
2025-09-03,67.5999984741211,69.2300033569336,67.37999725341797,69.05999755859375,45108
2025-09-04,66.98999786376953,67.48999786376953,66.31999969482422,67.44000244140625,42152
2025-09-05,65.5,67.05000305175781,65.08000183105469,66.83999633789062,38287
2025-09-08,66.0199966430664,67.02999877929688,65.5199966430664,65.80999755859375,29078
2025-09-09,66.38999938964844,67.38999938964844,66.13999938964844,66.16999816894531,38860
2025-09-10,67.48999786376953,67.7699966430664,66.44000244140625,66.44000244140625,38789
2025-09-11,66.37000274658203,67.61000061035156,66.16000366210938,67.58000183105469,34565
2025-09-12,66.98999786376953,68.1500015258789,65.72000122070312,66.30999755859375,50762
2025-09-15,67.44000244140625,67.83999633789062,66.79000091552734,67.22000122070312,26320
2025-09-16,68.47000122070312,68.69000244140625,67.0,67.48999786376953,34128
2025-09-17,67.94999694824219,68.58999633789062,67.62000274658203,68.41000366210938,30515
2025-09-18,67.44000244140625,68.41000366210938,67.19000244140625,67.88999938964844,29610
2025-09-19,66.68000030517578,67.55999755859375,66.43000030517578,67.45999908447266,24400
2025-09-22,66.56999969482422,67.30000305175781,65.94000244140625,66.66999816894531,23634
2025-09-23,67.62999725341797,68.08000183105469,66.12000274658203,66.58999633789062,27893
2025-09-24,69.30999755859375,69.36000061035156,67.5199966430664,67.86000061035156,28459
2025-09-25,69.41999816894531,69.66999816894531,68.44000244140625,69.08999633789062,21388
2025-09-26,70.12999725341797,70.7699966430664,69.11000061035156,69.69999694824219,11917
2025-09-29,67.97000122070312,69.93000030517578,67.55000305175781,69.47000122070312,8229
2025-09-30,67.0199966430664,67.58999633789062,66.91000366210938,67.58999633789062,46335
2025-10-01,65.3499984741211,66.56999969482422,65.04000091552734,66.08999633789062,44601
2025-10-02,64.11000061035156,66.12000274658203,64.0,65.4000015258789,52074
2025-10-03,64.52999877929688,65.0,64.20999908447266,64.30000305175781,38970
2025-10-06,65.47000122070312,65.7699966430664,64.76000213623047,64.81999969482422,38055
2025-10-07,65.44999694824219,65.83000183105469,64.5199966430664,65.54000091552734,36191
2025-10-08,66.25,66.52999877929688,65.77999877929688,65.80999755859375,38630
2025-10-09,65.22000122070312,66.55999755859375,64.95999908447266,66.08999633789062,40845
2025-10-10,62.72999954223633,65.3499984741211,62.130001068115234,65.16999816894531,54929
2025-10-13,63.31999969482422,63.95000076293945,62.66999816894531,62.66999816894531,35368
2025-10-14,62.38999938964844,63.619998931884766,61.5,63.43999862670898,44016
2025-10-15,61.90999984741211,63.02000045776367,61.790000915527344,62.27999877929688,40209
2025-10-16,61.060001373291016,62.75,60.84000015258789,62.43999862670898,46229
2025-10-17,61.290000915527344,61.45000076293945,60.150001525878906,61.11000061035156,50372
2025-10-20,61.0099983215332,61.54999923706055,60.06999969482422,61.43000030517578,33883
2025-10-21,61.31999969482422,62.09000015258789,60.34000015258789,60.90999984741211,45150
2025-10-22,62.59000015258789,63.91999816894531,61.400001525878906,61.619998931884766,46114
2025-10-23,65.98999786376953,66.33999633789062,63.84999847412109,64.25,87705
2025-10-24,65.94000244140625,66.7699966430664,65.44000244140625,65.87000274658203,38354
2025-10-27,65.62000274658203,66.5999984741211,65.08000183105469,66.26000213623047,32237
2025-10-28,64.4000015258789,65.79000091552734,64.0,65.79000091552734,33807
2025-10-29,64.91999816894531,65.37999725341797,63.93000030517578,64.48999786376953,16478
2025-10-30,65.0,65.16000366210938,64.05999755859375,64.8499984741211,10024
2025-10-31,65.06999969482422,65.5,64.5199966430664,64.75,44972
2025-11-03,64.88999938964844,65.30999755859375,64.33000183105469,65.06999969482422,0
2025-11-04,64.44000244140625,64.83999633789062,63.83000183105469,64.81999969482422,36655
2025-11-05,63.52000045776367,64.94000244140625,63.43000030517578,64.26000213623047,42320
2025-11-06,63.380001068115234,64.33000183105469,62.83000183105469,63.58000183105469,43138
2025-11-07,63.630001068115234,64.37999725341797,63.2400016784668,63.63999938964844,36620
2025-11-10,64.05999755859375,64.30999755859375,63.33000183105469,63.68999862670898,30891
2025-11-11,65.16000366210938,65.29000091552734,63.61000061035156,63.970001220703125,41959
2025-11-12,62.709999084472656,65.20999908447266,62.560001373291016,65.20999908447266,42279
2025-11-13,63.0099983215332,63.43999862670898,62.34000015258789,62.66999816894531,36603
2025-11-14,64.38999938964844,64.8499984741211,63.04999923706055,63.04999923706055,58912
2025-11-17,64.19999694824219,64.72000122070312,63.65999984741211,64.0199966430664,33667
2025-11-18,64.88999938964844,65.08000183105469,63.61000061035156,64.0,36791
2025-11-19,63.5099983215332,64.86000061035156,62.869998931884766,64.7300033569336,38776
2025-11-20,63.380001068115234,64.38999938964844,62.95000076293945,63.59000015258789,42345
2025-11-21,62.560001373291016,63.13999938964844,61.869998931884766,63.130001068115234,43029
2025-11-24,63.369998931884766,63.52999877929688,61.93000030517578,62.560001373291016,30888
2025-11-25,62.47999954223633,63.40999984741211,61.61000061035156,63.40999984741211,26580
2025-11-26,63.130001068115234,63.20000076293945,62.119998931884766,62.59999847412109,21288
2025-11-28,63.20000076293945,63.459999084472656,62.810001373291016,63.0099983215332,31795
2025-12-01,63.16999816894531,63.810001373291016,62.68999862670898,62.68999862670898,31203
2025-12-02,62.45000076293945,63.43000030517578,62.16999816894531,63.29999923706055,39539
2025-12-03,62.66999816894531,63.34999847412109,62.16999816894531,62.43000030517578,40622
2025-12-04,63.2599983215332,63.61000061035156,62.52999877929688,62.7599983215332,32164
2025-12-05,63.75,64.08000183105469,63.06999969482422,63.29999923706055,26349
2025-12-08,62.4900016784668,63.959999084472656,62.34999847412109,63.900001525878906,38815
2025-12-09,61.93999862670898,62.77999877929688,61.83000183105469,62.5,32575
2025-12-10,62.209999084472656,62.72999954223633,61.34999847412109,62.13999938964844,45191
2025-12-11,61.27999877929688,62.619998931884766,60.75,62.619998931884766,48635
2025-12-12,61.119998931884766,61.84999847412109,60.810001373291016,61.59999847412109,42931
2025-12-15,60.560001373291016,61.5,60.130001068115234,61.15999984741211,42976
2025-12-16,58.91999816894531,60.40999984741211,58.720001220703125,60.33000183105469,48212
2025-12-17,59.68000030517578,60.65999984741211,58.90999984741211,58.93999862670898,50078
2025-12-18,59.81999969482422,60.720001220703125,59.54999923706055,60.63999938964844,31064
2025-12-19,60.470001220703125,60.63999938964844,59.40999984741211,59.77000045776367,36104
2025-12-22,62.06999969482422,62.15999984741211,60.560001373291016,60.56999969482422,35138
2025-12-23,62.380001068115234,62.54999923706055,61.72999954223633,61.9900016784668,26231
2025-12-24,62.2400016784668,62.720001220703125,62.02000045776367,62.43000030517578,14966
2025-12-26,60.63999938964844,62.68999862670898,60.59000015258789,62.34999847412109,9687
2025-12-29,61.93999862670898,62.150001525878906,60.95000076293945,61.040000915527344,9170
2025-12-30,61.91999816894531,62.33000183105469,61.5099983215332,61.70000076293945,30567
2025-12-31,60.84999847412109,61.90999984741211,60.619998931884766,61.27000045776367,30919
2026-01-02,60.75,61.36000061035156,60.0,60.91999816894531,33381
2026-01-05,61.7599983215332,61.880001068115234,59.7599983215332,60.88999938964844,45681
2026-01-06,60.70000076293945,62.31999969482422,60.400001525878906,61.790000915527344,48263
2026-01-07,59.959999084472656,60.90999984741211,59.45000076293945,60.61000061035156,71788
2026-01-08,61.9900016784668,63.0099983215332,59.95000076293945,60.34999847412109,64136
2026-01-09,63.34000015258789,63.90999984741211,61.84000015258789,62.66999816894531,56568
2026-01-12,63.869998931884766,64.27999877929688,62.7599983215332,63.40999984741211,56900
2026-01-13,65.47000122070312,65.91000366210938,63.84999847412109,64.16999816894531,80180
2026-01-14,66.5199966430664,66.80999755859375,63.470001220703125,65.44000244140625,96568
2026-01-15,63.7599983215332,65.69000244140625,63.27999877929688,65.69000244140625,54944
2026-01-16,64.12999725341797,64.7699966430664,63.45000076293945,63.79999923706055,35235
2026-01-20,64.91999816894531,65.12000274658203,63.2599983215332,63.560001373291016,78657
2026-01-21,65.23999786376953,65.41000366210938,63.630001068115234,64.01000213623047,52906
2026-01-22,64.05999755859375,65.37000274658203,63.560001373291016,65.13999938964844,49453
2026-01-23,65.87999725341797,66.20999908447266,64.23999786376953,64.27999877929688,34015
2026-01-26,65.58999633789062,66.51000213623047,65.27999877929688,66.06999969482422,25795
2026-01-27,67.56999969482422,67.77999877929688,65.0,65.7300033569336,34327
2026-01-28,68.4000015258789,68.69999694824219,67.12999725341797,67.7699966430664,23555
2026-01-29,70.70999908447266,71.87999725341797,68.61000061035156,68.66999816894531,26980
2026-01-30,70.69000244140625,70.91999816894531,69.11000061035156,70.16000366210938,85305
2026-02-02,66.30000305175781,68.80999755859375,65.45999908447266,68.72000122070312,80104
2026-02-03,67.33000183105469,68.2699966430664,65.19000244140625,66.30000305175781,83736
2026-02-04,69.45999908447266,69.75,66.98999786376953,67.94000244140625,98236
2026-02-05,67.55000305175781,68.94000244140625,66.91999816894531,68.83000183105469,65248
2026-02-06,68.05000305175781,68.81999969482422,66.58000183105469,67.41000366210938,79538
2026-02-09,69.04000091552734,69.44000244140625,67.02999877929688,67.51000213623047,51346
2026-02-10,68.80000305175781,69.5,68.48999786376953,69.1500015258789,45779
2026-02-11,69.4000015258789,70.72000122070312,69.01000213623047,69.11000061035156,49482
2026-02-12,67.5199966430664,69.83999633789062,67.08999633789062,69.63999938964844,48058
2026-02-13,67.75,68.05000305175781,66.88999938964844,67.58999633789062,42167
2026-02-17,67.41999816894531,69.02999877929688,66.83000183105469,68.05999755859375,74745
2026-02-18,70.3499984741211,70.68000030517578,67.33999633789062,67.51000213623047,56115
2026-02-19,71.66000366210938,72.12999725341797,70.05000305175781,70.05000305175781,73081
2026-02-20,71.76000213623047,72.31999969482422,71.08000183105469,71.73999786376953,40579
2026-02-23,71.48999786376953,72.4800033569336,70.73999786376953,71.23999786376953,28933
2026-02-24,70.7699966430664,72.23999786376953,70.70999908447266,71.47000122070312,37988
2026-02-25,70.8499984741211,71.76000213623047,70.44999694824219,71.22000122070312,18491
2026-02-26,70.75,72.58999633789062,69.31999969482422,71.11000061035156,17725
2026-02-27,72.4800033569336,72.98999786376953,70.44000244140625,70.5,79435
2026-03-02,77.73999786376953,82.11000061035156,75.79000091552734,77.0,143671
2026-03-03,81.4000015258789,85.05000305175781,77.37000274658203,78.05000305175781,229556
2026-03-04,81.4000015258789,84.44999694824219,80.30000305175781,81.9000015258789,152390
2026-03-05,85.41000366210938,86.27999877929688,81.5199966430664,82.43000030517578,146018
2026-03-06,92.69000244140624,94.5500030517578,83.16999816894531,84.83999633789062,197523
2026-03-09,98.95999908447266,119.4000015258789,83.87999725341797,98.36000061035156,235965
2026-03-10,87.80000305175781,95.08000183105467,81.16000366210938,92.4499969482422,144614
2026-03-11,91.9800033569336,93.25,86.31999969482422,91.3000030517578,101940
2026-03-12,100.45999908447266,101.8000030517578,93.6999969482422,93.73999786376952,92219
2026-03-13,103.13999938964844,103.9000015258789,97.5500030517578,101.66000366210938,71698
2026-03-16,100.20999908447266,106.51000213623048,99.55999755859376,105.51000213623048,77839
2026-03-17,103.41999816894533,104.9800033569336,100.76000213623048,101.37000274658205,65199
2026-03-18,107.37999725341795,111.86000061035156,100.33999633789062,103.4499969482422,73104
2026-03-19,108.6500015258789,119.12000274658205,103.75,109.66000366210938,87485
2026-03-20,112.19000244140624,113.11000061035156,105.0999984741211,107.66999816894533,57217
2026-03-23,99.94000244140624,115.0999984741211,96.25,114.9000015258789,113332
2026-03-24,104.48999786376952,105.04000091552734,98.08999633789062,100.5,68614
2026-03-25,102.22000122070312,103.4000015258789,97.1500015258789,99.98999786376952,53714
2026-03-26,108.01000213623048,109.05999755859376,102.77999877929688,103.08000183105467,28970
2026-03-27,112.56999969482422,114.80999755859376,105.25,106.22000122070312,18402
2026-03-30,112.77999877929688,116.87000274658205,111.5,116.13999938964844,15053
2026-03-31,118.3499984741211,119.2699966430664,111.0,114.7300033569336,69949
2026-04-01,101.16000366210938,105.9000015258789,98.45999908447266,103.9000015258789,61629
2026-04-02,109.02999877929688,109.70999908447266,99.0199966430664,100.3000030517578,0
2026-04-06,109.7699966430664,111.87000274658205,106.8499984741211,109.1999969482422,27863
2026-04-07,109.2699966430664,111.8000030517578,104.56999969482422,109.58999633789062,65194
2026-04-08,94.75,104.0,90.01000213623047,103.4000015258789,82140
2026-04-09,95.91999816894533,99.5199966430664,94.33999633789062,96.52999877929688,54501
2026-04-10,95.1999969482422,98.25,94.23999786376952,96.37999725341795,35012
2026-04-13,99.36000061035156,103.86000061035156,97.63999938964844,99.70999908447266,50559
2026-04-14,94.79000091552734,99.41000366210938,94.43000030517578,98.41999816894533,40991
2026-04-15,94.93000030517578,96.88999938964844,91.0,95.5199966430664,41928
2026-04-16,99.38999938964844,99.83999633789062,94.41999816894533,94.91000366210938,36540
2026-04-17,90.37999725341795,98.97000122070312,86.08000183105469,98.25,85233
2026-04-20,95.4800033569336,97.80999755859376,92.7699966430664,96.20999908447266,46389
2026-04-21,98.4800033569336,101.1500015258789,93.87000274658205,93.98999786376952,50039
2026-04-22,101.91000366210938,102.30999755859376,96.54000091552734,98.9000015258789,39837
2026-04-23,105.06999969482422,107.36000061035156,101.27999877929688,101.58000183105467,54489
2026-04-24,105.33000183105467,107.45999908447266,103.4000015258789,106.27999877929688,52646
2026-04-27,108.2300033569336,109.79000091552734,105.8499984741211,106.5,29439
2026-04-28,111.26000213623048,112.69000244140624,107.91999816894533,108.3000030517578,23451
2026-04-29,118.02999877929688,120.3000030517578,110.20999908447266,111.01000213623048,18031
2026-04-30,114.01000213623048,126.0999984741211,113.0,119.9800033569336,58572
2026-05-01,108.16999816894533,112.43000030517578,106.2699966430664,111.01000213623048,40576
2026-05-04,114.44000244140624,115.25,105.66000366210938,107.12999725341795,67567
2026-05-05,109.87000274658205,114.4499969482422,109.5999984741211,113.81999969482422,39713
2026-05-06,101.2699966430664,110.4499969482422,96.7300033569336,110.4499969482422,61814
2026-05-07,100.05999755859376,103.41000366210938,96.06999969482422,101.52999877929688,62847
2026-05-08,101.29000091552734,103.95999908447266,99.54000091552734,103.55999755859376,34316
2026-05-11,104.20999908447266,106.0,102.81999969482422,104.0,35359
2026-05-12,107.7699966430664,108.41999816894533,104.11000061035156,104.5,30738
2026-05-13,105.62999725341795,108.30999755859376,105.30999755859376,107.73999786376952,27718
2026-05-14,105.72000122070312,107.08000183105467,103.86000061035156,105.63999938964844,27529
2026-05-15,109.26000213623048,109.7300033569336,106.0500030517578,106.56999969482422,26518
2026-05-18,112.0999984741211,112.69000244140624,106.87000274658205,109.61000061035156,46404
2026-05-19,111.27999877929688,111.79000091552734,108.9000015258789,109.5500030517578,46404
